Project	Fully-Qualified Class Name	Module	Description
client	com.l3com.apps.tools.rcccxrefmgmt.data.GetSet.java	RCCC Cross-Reference	"A utility class containing accessor and mutator methods for an object. ""GetSet""classes are used by both view and model classes. In views, they provide the rendered (or user-friendly) value for each of an object's fields. In models, they provide the raw value for each field. If a field is editable by the user, a GetSet class provides ""reverse-translation""between what the user enters and the allowable values and/or data types for a field."
client	com.l3com.apps.tools.rcccxrefmgmt.data.RcccXrefWrapper.java	RCCC Cross-Reference	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.rcccxrefmgmt.gui.filter.RcccXrefFilterPopup.java	RCCC Cross-Reference	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.tools.rcccxrefmgmt.gui.filter.RcccXrefFilterRow.java	RCCC Cross-Reference	A row in a FilterPopup table that contains a checkbox and a value that can be applied as a table filter by checking or unchecking the checkbox.
client	com.l3com.apps.tools.rcccxrefmgmt.gui.filter.RcccXrefTableModel.java	RCCC Cross-Reference	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.rcccxrefmgmt.gui.filter.RcccXrefTableSorter.java	RCCC Cross-Reference	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.tools.rcccxrefmgmt.gui.RcccXrefComparator.java	RCCC Cross-Reference	An extension of java.util.Comparator that contains the logic necessary to compare two Java objects and determine their sort order
client	com.l3com.apps.tools.rcccxrefmgmt.gui.RcccXrefMgmtMainWindow.java	RCCC Cross-Reference	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.rcccxrefmgmt.gui.renderer.RcccXrefTableCellRenderer.java	RCCC Cross-Reference	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.tools.rcccxrefmgmt.gui.renderer.RcccXrefTableHeaderRenderer.java	RCCC Cross-Reference	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.tools.rcccxrefmgmt.manager.RcccXrefManager.java	RCCC Cross-Reference	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.rcccxrefmgmt.manager.RcccXrefRepository.java	RCCC Cross-Reference	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.rcccxrefmgmt.security.RcccXrefSecurityManager.java	RCCC Cross-Reference	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.tools.resourcecombo.controllers.ComboMgmtController.java	Resource Combination Management	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.tools.resourcecombo.data.GetSet.java	Resource Combination Management	"A utility class containing accessor and mutator methods for an object. ""GetSet""classes are used by both view and model classes. In views, they provide the rendered (or user-friendly) value for each of an object's fields. In models, they provide the raw value for each field. If a field is editable by the user, a GetSet class provides ""reverse-translation""between what the user enters and the allowable values and/or data types for a field."
client	com.l3com.apps.tools.resourcecombo.data.ResourceCombinationWrapper.java	Resource Combination Management	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
client	com.l3com.apps.tools.resourcecombo.gui.ComboMgmtMainWindow.java	Resource Combination Management	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.tools.resourcecombo.gui.filter.ResourceCombinationFilterPopup.java	Resource Combination Management	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.tools.resourcecombo.gui.filter.ResourceCombinationFilterRow.java	Resource Combination Management	A row in a FilterPopup table that contains a checkbox and a value that can be applied as a table filter by checking or unchecking the checkbox.
client	com.l3com.apps.tools.resourcecombo.gui.filter.ResourceCombinationTableModel.java	Resource Combination Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.tools.resourcecombo.gui.filter.ResourceCombinationTableSorter.java	Resource Combination Management	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.tools.resourcecombo.gui.RefreshCombosAction.java	Resource Combination Management	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.tools.resourcecombo.gui.ResourceCombinationTableHeaderRenderer.java	Resource Combination Management	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
